user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
bin108	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900317315	GCA_900317315.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900317315	98.48	0.97	GCA_900317315.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900317315	98.48	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_900320995.1, s__Ruminococcus_E sp900320995, 95.0, 81.87, 0.28; GCA_900316815.1, s__Ruminococcus_E sp900316815, 95.0, 81.86, 0.64; GCF_900100595.1, s__Ruminococcus_E sp900100595, 95.0, 80.7, 0.42; GCA_900314795.1, s__Ruminococcus_E sp900314795, 95.0, 80.56, 0.24; GCA_900317595.1, s__Ruminococcus_E sp900317595, 95.0, 80.5, 0.61; GCA_900316435.1, s__Ruminococcus_E sp900316435, 95.0, 79.72, 0.45; GCA_002394725.1, s__Ruminococcus_E sp002394725, 95.0, 79.66, 0.27; GCA_900315195.1, s__Ruminococcus_E sp900315195, 95.0, 79.58, 0.44; GCA_003499325.1, s__Ruminococcus_E sp003499325, 95.0, 79.29, 0.3; GCA_900316555.1, s__Ruminococcus_E sp900316555, 95.0, 79.21, 0.47; GCA_900318905.1, s__Ruminococcus_E sp900318905, 95.0, 79.19, 0.49; GCA_900320415.1, s__Ruminococcus_E sp900320415, 95.0, 79.18, 0.47; GCA_900317875.1, s__Ruminococcus_E sp900317875, 95.0, 79.08, 0.48; GCA_900313895.1, s__Ruminococcus_E sp900313895, 95.0, 79.01, 0.21; GCA_900315605.1, s__Ruminococcus_E sp900315605, 95.0, 79.0, 0.33; GCA_900316385.1, s__Ruminococcus_E sp900316385, 95.0, 78.64, 0.24; GCA_900315815.1, s__Ruminococcus_E sp900315815, 95.0, 78.15, 0.22; GCA_900313865.1, s__Ruminococcus_E sp900313865, 95.0, 77.98, 0.25; GCA_900315085.1, s__Ruminococcus_E sp900315085, 95.0, 77.98, 0.32; GCA_900318495.1, s__Ruminococcus_E sp900318495, 95.0, 77.73, 0.32; GCA_900319655.1, s__Ruminococcus_E sp900319655, 95.0, 77.63, 0.36; GCA_900319615.1, s__Ruminococcus_E sp900319615, 95.0, 77.61, 0.26; GCA_003520555.1, s__Ruminococcus_E sp003520555, 95.0, 77.25, 0.3; GCA_900315785.1, s__Ruminococcus_E sp900315785, 95.0, 77.03, 0.2; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 76.97, 0.07	93.49	11	N/A	Genome has more than 19.2% of markers with multiple hits
bin200	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_Q	GCF_900119075.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_Q	96.48	0.83	GCF_000621845.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_E	95.06	0.79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_000526795.1, s__Ruminococcus flavefaciens_D, 95.0, 86.93, 0.76; GCA_004554385.1, s__Ruminococcus flavefaciens_T, 95.0, 84.91, 0.62; GCF_900143025.1, s__Ruminococcus flavefaciens_I, 95.0, 82.34, 0.6; GCF_000621785.1, s__Ruminococcus flavefaciens_C, 95.0, 82.07, 0.54; GCF_900108555.1, s__Ruminococcus flavefaciens_P, 95.0, 82.06, 0.59; GCF_000518765.1, s__Ruminococcus flavefaciens, 95.0, 81.89, 0.6; GCF_900116855.1, s__Ruminococcus flavefaciens_R, 95.0, 81.87, 0.56; GCA_002309635.1, s__Ruminococcus flavefaciens_J, 95.0, 81.85, 0.49; GCA_004556875.1, s__Ruminococcus flavefaciens_S, 95.0, 81.48, 0.41; GCF_000571935.1, s__Ruminococcus flavefaciens_F, 95.0, 81.45, 0.54; GCF_000174895.1, s__Ruminococcus flavefaciens_A, 95.0, 79.81, 0.43; GCA_900318825.1, s__Ruminococcus sp900318825, 95.0, 79.55, 0.31; GCA_002310115.1, s__Ruminococcus flavefaciens_K, 95.0, 79.5, 0.34; GCF_000701945.1, s__Ruminococcus flavefaciens_B, 95.0, 79.37, 0.35; GCA_900315975.1, s__Ruminococcus sp900315975, 95.0, 79.34, 0.28; GCA_900315755.1, s__Ruminococcus sp900315755, 95.0, 79.28, 0.27; GCF_900119535.1, s__Ruminococcus flavefaciens_H, 95.0, 79.26, 0.36; GCA_002350065.1, s__Ruminococcus flavefaciens_N, 95.0, 79.23, 0.32; GCA_001604035.1, s__Ruminococcus sp001604035, 95.0, 79.1, 0.31; GCA_002371825.1, s__Ruminococcus flavefaciens_L, 95.0, 79.03, 0.31; GCF_900109435.1, s__Ruminococcus flavefaciens_G, 95.0, 78.72, 0.35; GCA_002348905.1, s__Ruminococcus flavefaciens_O, 95.0, 78.6, 0.27; GCA_900321885.1, s__Ruminococcus sp900321885, 95.0, 78.55, 0.32; GCA_002373775.1, s__Ruminococcus flavefaciens_M, 95.0, 78.43, 0.29; GCA_900540005.1, s__Ruminococcus sp900540005, 95.0, 78.29, 0.25; GCA_002394695.1, s__Ruminococcus sp002394695, 95.0, 78.28, 0.26; GCA_900319195.1, s__Ruminococcus sp900319195, 95.0, 78.19, 0.24; GCA_003488415.1, s__Ruminococcus sp003488415, 95.0, 77.48, 0.16; GCA_002414125.1, s__Ruminococcus sp002414125, 95.0, 77.0, 0.15	50.22	11	N/A	N/A
bin89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900315595	GCA_900315595.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900315595	96.94	0.8	GCA_900315595.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900315595	96.94	0.8	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_900316335.1, s__CAG-110 sp900316335, 95.0, 79.95, 0.34; GCA_002372735.1, s__CAG-110 sp002372735, 95.0, 79.07, 0.32; GCA_900546415.1, s__CAG-110 sp900546415, 95.0, 77.79, 0.23; GCA_900548795.1, s__CAG-110 sp900548795, 95.0, 77.75, 0.23; GCA_003525905.1, s__CAG-110 sp003525905, 95.0, 77.72, 0.22; GCA_900544705.1, s__CAG-110 sp900544705, 95.0, 77.58, 0.15; GCA_900551495.1, s__CAG-110 sp900551495, 95.0, 77.34, 0.2	97.72	11	N/A	N/A
bin163	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900316255	GCA_900316255.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900316255	96.54	0.74	GCA_900316255.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900316255	96.54	0.74	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_900316205.1, s__UBA1777 sp900316205, 95.0, 89.84, 0.66; GCA_900319635.1, s__UBA1777 sp900319635, 95.0, 83.92, 0.56; GCA_002350825.1, s__UBA1777 sp002350825, 95.0, 83.75, 0.58; GCA_900319465.1, s__UBA1777 sp900319465, 95.0, 79.98, 0.44; GCA_002371675.1, s__UBA1777 sp002371675, 95.0, 79.98, 0.37; GCA_900319835.1, s__UBA1777 sp900319835, 95.0, 79.75, 0.37; GCA_004560305.1, s__UBA1777 sp004560305, 95.0, 79.59, 0.37; GCA_900320465.1, s__UBA1777 sp900320465, 95.0, 79.32, 0.35; GCA_900319695.1, s__UBA1777 sp900319695, 95.0, 79.19, 0.32; GCA_900321275.1, s__UBA1777 sp900321275, 95.0, 79.09, 0.33; GCA_900319935.1, s__UBA1777 sp900319935, 95.0, 78.97, 0.34; GCA_900319275.1, s__UBA1777 sp900319275, 95.0, 78.84, 0.29; GCA_900320595.1, s__UBA1777 sp900320595, 95.0, 78.78, 0.3; GCA_002450075.1, s__UBA1777 sp002450075, 95.0, 78.71, 0.33; GCA_900549645.1, s__UBA1777 sp900549645, 95.0, 78.39, 0.21; GCA_900317375.1, s__UBA1777 sp900317375, 95.0, 78.35, 0.25; GCA_900549545.1, s__UBA1777 sp900549545, 95.0, 78.19, 0.22; GCA_002320035.1, s__UBA1777 sp002320035, 95.0, 77.78, 0.19; GCA_900547315.1, s__UBA1777 sp900547315, 95.0, 77.69, 0.19; GCA_002493305.1, s__UBA1777 sp002493305, 95.0, 77.34, 0.2; GCA_003150355.1, s__UBA1777 sp003150355, 95.0, 77.3, 0.16; GCA_002431965.1, s__UBA1777 sp002431965, 95.0, 77.13, 0.19; GCA_900549865.1, s__UBA1777 sp900549865, 95.0, 77.09, 0.22	59.8	11	N/A	N/A
bin171	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900317375	GCA_900317375.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900317375	97.18	0.76	GCA_900317375.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900317375	97.18	0.76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_900319465.1, s__UBA1777 sp900319465, 95.0, 78.97, 0.34; GCA_900316255.1, s__UBA1777 sp900316255, 95.0, 78.87, 0.24; GCA_900316205.1, s__UBA1777 sp900316205, 95.0, 78.78, 0.23; GCA_900319935.1, s__UBA1777 sp900319935, 95.0, 78.76, 0.32; GCA_900319635.1, s__UBA1777 sp900319635, 95.0, 78.73, 0.25; GCA_900321275.1, s__UBA1777 sp900321275, 95.0, 78.73, 0.25; GCA_900320465.1, s__UBA1777 sp900320465, 95.0, 78.71, 0.27; GCA_900320595.1, s__UBA1777 sp900320595, 95.0, 78.66, 0.3; GCA_900319695.1, s__UBA1777 sp900319695, 95.0, 78.64, 0.23; GCA_900319835.1, s__UBA1777 sp900319835, 95.0, 78.61, 0.24; GCA_002371675.1, s__UBA1777 sp002371675, 95.0, 78.57, 0.23; GCA_002450075.1, s__UBA1777 sp002450075, 95.0, 78.48, 0.32; GCA_004560305.1, s__UBA1777 sp004560305, 95.0, 78.33, 0.23; GCA_002350825.1, s__UBA1777 sp002350825, 95.0, 78.1, 0.29; GCA_900319275.1, s__UBA1777 sp900319275, 95.0, 77.67, 0.16; GCA_900549545.1, s__UBA1777 sp900549545, 95.0, 77.15, 0.1; GCA_900547315.1, s__UBA1777 sp900547315, 95.0, 77.04, 0.1; GCA_900549645.1, s__UBA1777 sp900549645, 95.0, 77.0, 0.1; GCA_002431965.1, s__UBA1777 sp002431965, 95.0, 77.0, 0.1; GCA_900549865.1, s__UBA1777 sp900549865, 95.0, 76.98, 0.1; GCA_003150355.1, s__UBA1777 sp003150355, 95.0, 76.79, 0.09; GCA_002320035.1, s__UBA1777 sp002320035, 95.0, 76.7, 0.09; GCA_002493305.1, s__UBA1777 sp002493305, 95.0, 76.52, 0.1	74.5	11	N/A	Genome has more than 22.5% of markers with multiple hits
bin279	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp002310055	GCA_002310055.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp002310055	96.44	0.85	GCA_002310055.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp002310055	96.44	0.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	29.7	11	N/A	N/A
bin43	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnobacterium;s__Lachnobacterium bovis	GCF_900107245.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnobacterium;s__Lachnobacterium bovis	98.67	0.91	GCF_900107245.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnobacterium;s__Lachnobacterium bovis	98.67	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnobacterium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900111325.1, s__Lachnobacterium bovis_A, 95.0, 84.82, 0.8; GCF_900113385.1, s__Lachnobacterium sp900113385, 95.0, 81.14, 0.42	97.42	11	N/A	N/A
bin82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Weimerbacter;s__Weimerbacter sp900317825	GCA_900317825.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Weimerbacter;s__Weimerbacter sp900317825	97.83	0.94	GCA_900317825.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Weimerbacter;s__Weimerbacter sp900317825	97.83	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Weimerbacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_900316165.1, s__Weimerbacter sp900316165, 95.0, 81.68, 0.5; GCA_900315505.1, s__Weimerbacter sp900315505, 95.0, 81.2, 0.42; GCA_003862155.1, s__Weimerbacter sp003862155, 95.0, 79.88, 0.45; GCA_002480925.1, s__Weimerbacter sp002480925, 95.0, 79.53, 0.28	84.38	11	N/A	N/A
bin85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A136;s__NK4A136 sp000421045	GCF_000421045.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A136;s__NK4A136 sp000421045	97.0	0.87	GCF_000421045.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A136;s__NK4A136 sp000421045	97.0	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A136;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900102065.1, s__NK4A136 sp900102065, 95.0, 79.79, 0.22	90.22	11	N/A	N/A
bin10	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei_A	GCF_000424465.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei_A	97.96	0.91	GCF_000424465.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio hungatei_A	97.96	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900116865.1, s__Butyrivibrio sp900116865, 95.0, 94.59, 0.81; GCF_900101605.1, s__Butyrivibrio hungatei_B, 95.0, 91.04, 0.83; GCF_000621565.1, s__Butyrivibrio sp000621565, 95.0, 87.22, 0.74; GCF_900116875.1, s__Butyrivibrio sp900116875, 95.0, 80.85, 0.4; GCF_003625475.1, s__Butyrivibrio sp003625475, 95.0, 80.71, 0.41; GCF_900108105.1, s__Butyrivibrio sp900108105, 95.0, 79.71, 0.26; GCF_000420945.1, s__Butyrivibrio sp000420945, 95.0, 79.63, 0.23; GCF_900103635.1, s__Butyrivibrio sp900103635, 95.0, 79.59, 0.28; GCF_000420845.1, s__Butyrivibrio sp000420845, 95.0, 79.53, 0.24; GCF_900143205.1, s__Butyrivibrio hungatei, 95.0, 79.47, 0.28; GCF_000420825.1, s__Butyrivibrio sp000420825, 95.0, 79.47, 0.26; GCF_000621605.1, s__Butyrivibrio sp000621605, 95.0, 79.45, 0.25; GCF_000622085.1, s__Butyrivibrio proteoclasticus_A, 95.0, 79.44, 0.23; GCF_000145035.1, s__Butyrivibrio proteoclasticus, 95.0, 79.42, 0.23; GCF_000420865.1, s__Butyrivibrio sp000420865, 95.0, 79.4, 0.23; GCF_000526935.1, s__Butyrivibrio sp000526935, 95.0, 79.38, 0.2; GCF_900102515.1, s__Butyrivibrio sp900102515, 95.0, 79.37, 0.22; GCF_900115735.1, s__Butyrivibrio proteoclasticus_B, 95.0, 79.24, 0.25; GCF_003625485.1, s__Butyrivibrio sp003625485, 95.0, 79.18, 0.22; GCF_900112195.1, s__Butyrivibrio sp900112195, 95.0, 79.15, 0.24; GCF_000421405.1, s__Butyrivibrio sp000421405, 95.0, 79.14, 0.23	98.15	11	N/A	N/A
bin53	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio fibrisolvens_C	GCF_003175155.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio fibrisolvens_C	96.28	0.76	GCF_003175155.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio fibrisolvens_C	96.28	0.76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900129945.1, s__Butyrivibrio fibrisolvens, 95.0, 86.19, 0.62	97.58	11	N/A	N/A
bin248	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira multipara	GCF_000424105.1	95.55	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira multipara	97.5	0.88	GCF_000424105.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira multipara	97.5	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900103815.1, s__Lachnospira pectinoschiza_B, 95.55, 94.78, 0.84; GCF_000702205.1, s__Lachnospira multipara_A, 95.0, 83.23, 0.57; GCF_000146185.1, s__Lachnospira eligens, 95.49, 78.17, 0.23; GCF_003472155.1, s__Lachnospira eligens_B, 95.12, 77.75, 0.22; GCF_003464165.1, s__Lachnospira sp003451515, 95.0, 77.74, 0.21; GCF_003458705.1, s__Lachnospira sp003537285, 95.49, 77.68, 0.2; GCA_900112995.1, s__Lachnospira rogosae, 95.0, 77.41, 0.21	41.37	11	N/A	N/A
bin271	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__UBA1259 sp002308755	GCA_002308755.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__UBA1259 sp002308755	96.54	0.66	GCA_002308755.1	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__UBA1259 sp002308755	96.54	0.66	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_900320065.1, s__UBA1259 sp900320065, 95.0, 78.17, 0.3	45.52	11	N/A	N/A
bin196	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__Selenomonas_A ruminantium_E	GCF_900100835.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__Selenomonas_A ruminantium_E	96.0	0.79	GCF_900100835.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__Selenomonas_A ruminantium_E	96.0	0.79	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000702005.1, s__Selenomonas_A sp000702005, 95.0, 88.83, 0.72; GCF_900116485.1, s__Selenomonas_A ruminantium_G, 95.0, 82.91, 0.49; GCF_900113715.1, s__Selenomonas_A ruminantium_F, 95.0, 82.51, 0.5; GCF_900142515.1, s__Selenomonas_A ruminantium_D, 95.0, 80.17, 0.3; GCF_000284095.1, s__Selenomonas_A lactilytica, 95.0, 80.11, 0.36; GCF_000424065.1, s__Selenomonas_A ruminantium, 95.0, 79.15, 0.31; GCF_000686945.1, s__Selenomonas_A sp000686945, 95.0, 79.06, 0.23; GCF_000687995.1, s__Selenomonas_A ruminantium_B, 95.0, 78.7, 0.28; GCF_900104055.1, s__Selenomonas_A ruminantium_C, 95.0, 78.65, 0.32; GCA_004552655.1, s__Selenomonas_A sp004552655, 95.0, 78.21, 0.2; GCA_002373045.1, s__Selenomonas_A ruminantium_J, 95.0, 78.2, 0.23; GCA_002448495.1, s__Selenomonas_A ruminantium_I, 95.0, 77.5, 0.21	35.69	11	N/A	N/A
bin6	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C sp900318215	GCA_900318215.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C sp900318215	98.18	0.9	GCA_900318215.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C sp900318215	98.18	0.9	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_900315575.1, s__Selenomonas_C sp900315575, 95.0, 93.08, 0.74; GCA_900314825.1, s__Selenomonas_C sp900314825, 95.0, 84.33, 0.62; GCF_000381005.1, s__Selenomonas_C bovis, 95.0, 82.1, 0.55; GCA_002351185.1, s__Selenomonas_C sp002351185, 95.0, 81.79, 0.66	98.57	11	N/A	N/A
bin467	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Schwartzia;s__Schwartzia succinivorans	GCF_900129225.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Schwartzia;s__Schwartzia succinivorans	97.46	0.88	GCF_900129225.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Schwartzia;s__Schwartzia succinivorans	97.46	0.88	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	19.48	11	N/A	N/A
